"","Entry","From","Reviewed","Protein names","Gene Names","Annotation","Keywords","PubMed ID","Gene Names (ORF)","KEGG","eggNOG","RefSeq","CAZy","BRENDA","OrthoDB","Pfam","InterPro","BioCyc","UniPathway","gene_locus","gene_name","SubtiCats","subti_func","UniKey"
"966","P62183","P62183","reviewed","Probable spore germination protein GerPF","gerPF",2,"Germination;Sporulation","10715007","","","","WP_001141566.1;","","","2476480at2;","PF10676;","IPR019618;","","",NA,NA,NA,NA,"sporulation_germination"
"967","P62185","P62185","reviewed","Probable spore germination protein GerPF","gerPF BC_1140",2,"Germination;Reference proteome;Sporulation","12721630","","bce:BC1140;","","NP_830926.1;WP_001141566.1;","","","2476480at2;","PF10676;","IPR019618;","","",NA,NA,NA,NA,"sporulation_germination"
"968","P62186","P62186","reviewed","Probable spore germination protein GerPF","gerPF gerPF-1 BA_1144 GBAA_1144 BAS1063",2,"Germination;Reference proteome;Sporulation","12721629; 18952800","","ban:BA_1144;bar:GBAA_1144;bat:BAS1063;","","NP_843628.1;WP_001141566.1;YP_027335.1;","","","2476480at2;","PF10676;","IPR019618;","","",NA,NA,NA,NA,"sporulation_germination"
"969","P70877","P70877","reviewed","Anti-sigma F factor antagonist (Stage II sporulation protein AA)","spoIIAA",2,"Phosphoprotein;Sporulation","8921882","","","","WP_014098106.1;","","","","PF01740;","IPR003658;IPR014237;IPR002645;IPR036513;","","",NA,NA,NA,NA,"sporulation"
"970","P70878","P70878","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB",3,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","8921882","","","","","","","","PF13581;","IPR050267;IPR010194;IPR036890;","","",NA,NA,NA,NA,"sporulation"
"971","P70958","P70958","reviewed","Uncharacterized protein YwmA","ywmA BSU36790",1,"Coiled coil;Reference proteome","9353933; 9384377","","bsu:BSU36790;","ENOG502ZKH3;","NP_391560.1;WP_003243900.1;","","","2846451at2;","","","BSUB:BSU36790-MONOMER;","","BSU_36790","ywmA","400","sporulation","NA"
"972","P70962","P70962","reviewed","Response regulator aspartate phosphatase B (EC 3.1.3.-) (Protein-aspartate phosphatase RapB) (Stage 0 sporulation protein P)","rapB spo0P ywmE BSU36690",4,"Cytoplasm;Hydrolase;Manganese;Protein phosphatase;Reference proteome;Repeat;Sporulation;TPR repeat","8001132; 9384377; 9238025; 9843420; 11923303","","bsu:BSU36690;","COG0457;","NP_391550.1;WP_003227715.1;","","","2957368at2;","PF18801;PF13424;PF13181;","IPR051476;IPR011990;IPR019734;","BSUB:BSU36690-MONOMER;","","BSU_36690","rapB","357, 384, 405, 433","sporulation","sporulation"
"973","P70997","P70997","reviewed","Penicillin-binding protein 2D (PBP-2D) (PBP2d) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.99.28) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]","pbpG ywhE BSU37510",5,"Carboxypeptidase;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Hydrolase;Membrane;Multifunctional enzyme;Peptidoglycan synthesis;Protease;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix","9353933; 9384377; 19383706; 10767540; 11567005","","bsu:BSU37510;","COG0744;","NP_391631.2;WP_003227540.1;","GT51;","","9766909at2;","PF00912;PF00905;","IPR012338;IPR001264;IPR050396;IPR023346;IPR036950;IPR001460;","BSUB:BSU37510-MONOMER;","UPA00219;","BSU_37510","pbpG","16, 55, 399","sporulation","NA"
"974","P71014","P71014","reviewed","Biofilm-surface layer protein A (ORF-1)","bslA yuaB BSU31080",4,"3D-structure;Cell wall;Reference proteome;Secreted;Signal","9384377; 8752328; 18978066; 21742882; 22571672; 28701036; 23904481; 26324938","","bsu:BSU31080;","ENOG502ZUCW;","NP_390986.1;WP_003243556.1;","","","2850669at2;","PF17735;","IPR034650;IPR038480;","BSUB:BSU31080-MONOMER;","","BSU_31080","bslA","52, 129, 381, 392, 402","sporulation","NA"
"975","P71021","P71021","reviewed","Septum site-determining protein DivIVA (Cell division initiation protein DivIVA) (Minicell-associated protein DivIVA)","divIVA ylmJ BSU15420",5,"3D-structure;Cell cycle;Cell division;Coiled coil;Cytoplasm;Reference proteome;Septation;Sporulation","9045828; 9219999; 9384377; 15554965; 11882716; 15165232; 16885474; 18976281; 19019154","","bsu:BSU15420;","COG3599;","NP_389425.1;WP_003221468.1;","","","9815492at2;","PF05103;","IPR019933;IPR007793;","BSUB:BSU15420-MONOMER;","",NA,NA,NA,NA,"sporulation"
"976","P71031","P71031","reviewed","Small, acid-soluble spore protein O (SASP O)","sspO cotK BSU17990",3,"Direct protein sequencing;Reference proteome;Sporulation","9068633; 9384377; 9852018; 10806362","","bsu:BSU17990;","","NP_389682.1;WP_003244839.1;","","","2692139at2;","PF08175;","IPR012613;","BSUB:BSU17990-MONOMER;","","BSU_17990","sspO","398","sporulation","sporulation"
"977","P71032","P71032","reviewed","Small, acid-soluble spore protein P (SASP P)","sspP cotL BSU17980",2,"Reference proteome;Sporulation","9068633; 9384377; 10806362","","bsu:BSU17980;","ENOG5032ZXB;","NP_389681.1;WP_003221237.1;","","","2691914at2;","PF08179;","IPR012614;","BSUB:BSU17980-MONOMER;","","BSU_17980","sspP","398","sporulation","sporulation"
"978","P71042","P71042","reviewed","Uncharacterized protein YwnG","ywnG BSU36570",2,"Membrane;Reference proteome;Transmembrane;Transmembrane helix","9150240; 9384377","","bsu:BSU36570;","","NP_391538.1;WP_003227749.1;","","","2939744at2;","PF17319;","IPR035287;","BSUB:BSU36570-MONOMER;","","BSU_36570","ywnG","55, 400","sporulation","NA"
"979","P71044","P71044","reviewed","Stage II sporulation protein Q","spoIIQ ywnI BSU36550",3,"3D-structure;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","9150240; 9384377; 9140963; 10781563; 15044948; 15574594; 15882622; 15752199; 16164552; 16959571; 17824930; 18077456; 18485064; 18812514","","bsu:BSU36550;","COG0739;","NP_391536.1;WP_003227751.1;","","","2050153at2;","PF01551;","IPR050570;IPR011055;IPR016047;","BSUB:BSU36550-MONOMER;","","BSU_36550","spoIIQ","55, 399","sporulation","sporulation"
"980","P71045","P71045","reviewed","Uncharacterized membrane protein YwnJ","ywnJ BSU36540",2,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9150240; 9384377; 16497325","","bsu:BSU36540;","ENOG503303W;","NP_391535.1;WP_003227753.1;","","","2659829at2;","PF04892;","IPR006976;","BSUB:BSU36540-MONOMER;","","BSU_36540","ywnJ","55, 148, 399","sporulation","NA"
"981","P71073","P71073","reviewed","DNA-binding transcriptional activator AdeR (PucR-type transcriptional activator AdeR)","adeR yukF BSU31920",3,"Activator;DNA-binding;Reference proteome;Sporulation;Transcription;Transcription regulation","9168598; 9384377; 19383706; 22797752","","bsu:BSU31920;","COG2508;COG4465;","NP_391070.2;WP_010886604.1;","","","9792148at2;","PF06018;PF17853;PF13556;","IPR051448;IPR041522;IPR029016;IPR025736;IPR042070;IPR010312;","BSUB:BSU31920-MONOMER;","",NA,NA,NA,NA,"sporulation"
"982","P71079","P71079","reviewed","Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL (ENR) (EC 1.3.1.104) (Enoyl-acyl carrier protein reductase III) (NADPH-dependent enoyl-ACP reductase)","fabL yfhR ygaA BSU08650",5,"3D-structure;Fatty acid biosynthesis;Fatty acid metabolism;Lipid biosynthesis;Lipid metabolism;NADP;Oxidoreductase;Reference proteome","8946165; 9202460; 9384377; 10463184; 11007778; 17329825; 21185310","","bsu:BSU08650;","COG1028;","NP_388745.1;WP_003223262.1;","","1.3.1.10;1.3.1.104;1.3.1.39;","9803333at2;","PF13561;","IPR036291;IPR002347;","BSUB:BSU08650-MONOMER;MetaCyc:BSU08650-MONOMER;","UPA00094;","BSU_08650","fabL","280, 399","sporulation","NA"
"983","P71088","P71088","reviewed","Sporulation-control protein spo0M (Stage 0 sporulation protein M)","spo0M ygaI BSU08760",2,"3D-structure;Direct protein sequencing;Reference proteome;Sporulation","9795118; 9202460; 9384377; 19383706","","bsu:BSU08760;","COG4326;","NP_388756.2;WP_003233481.1;","","","2351239at2;","PF07070;","IPR014752;IPR014756;IPR009776;","BSUB:BSU08760-MONOMER;","","BSU_08760","spo0M","135, 148","sporulation","sporulation"
"984","P84583","P84583","reviewed","Small, acid-soluble spore protein 1 (SASP-1)","",3,"Direct protein sequencing;DNA-binding;Sporulation","15468161","","","","","","","","PF00269;","IPR001448;IPR018126;IPR050847;IPR038300;","","",NA,NA,NA,NA,"sporulation"
"985","P84584","P84584","reviewed","Small, acid-soluble spore protein 2 (SASP-2)","",3,"Direct protein sequencing;DNA-binding;Sporulation","15468161","","","","","","","","PF00269;","IPR001448;IPR018126;IPR050847;IPR038300;","","",NA,NA,NA,NA,"sporulation"
"986","P84585","P84585","reviewed","Small, acid-soluble spore protein gamma-type (SASP-gamma)","",3,"Direct protein sequencing;Repeat;Sporulation","15468161","","","","","","","","PF04259;","IPR006341;","","",NA,NA,NA,NA,"sporulation"
"987","P84613","P84613","reviewed","Insecticidal crystal toxin protein","",2,"Direct protein sequencing;Sporulation;Toxin;Virulence","","","","","","","","","PF03944;PF00555;","IPR008979;IPR005638;IPR036399;IPR001178;","","",NA,NA,NA,NA,"sporulation"
"988","P94377","P94377","reviewed","Catalase X (EC 1.11.1.6)","katX yxlI BSU38630",3,"Cytoplasm;Heme;Hydrogen peroxide;Iron;Metal-binding;Oxidoreductase;Peroxidase;Reference proteome","8969509; 9384377","","bsu:BSU38630;","COG0753;","NP_391742.1;WP_003243042.1;","","","9760293at2;","PF00199;PF06628;","IPR018028;IPR024708;IPR024711;IPR011614;IPR002226;IPR010582;IPR020835;","BSUB:BSU38630-MONOMER;","","BSU_38630","katX","138, 154, 399","sporulation","NA"
"989","P94381","P94381","reviewed","Putative amino acid efflux protein YcgF","ycgF BSU03090",2,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","8969502; 9384377","","bsu:BSU03090;","COG1280;","NP_388191.1;WP_003246469.1;","","","7874789at2;","PF01810;","IPR001123;","BSUB:BSU03090-MONOMER;","","BSU_03090","ycgF","55, 399","sporulation","NA"
"990","P94382","P94382","reviewed","Uncharacterized protein YcgG","ycgG BSU03100",1,"Reference proteome","8969502; 9384377; 19383706","","bsu:BSU03100;","COG3403;","NP_388192.2;WP_003246374.1;","","","112290at2;","PF08892;","IPR014988;","BSUB:BSU03100-MONOMER;","","BSU_03100","ycgG","399","sporulation","NA"
"991","P94383","P94383","reviewed","Uncharacterized transporter YcgH","ycgH BSU03110",2,"Amino-acid transport;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport","8969502; 9384377; 19383706","","bsu:BSU03110;","COG1113;","NP_388193.2;WP_003246486.1;","","","9780162at2;","PF00324;","IPR004841;","BSUB:BSU03110-MONOMER;","","BSU_03110","ycgH","55, 183, 400, 427","sporulation","NA"
"992","P94389","P94389","reviewed","Uncharacterized protein YcgL","ycgL BSU03190",1,"Coiled coil;Reference proteome","8969502; 9384377","","bsu:BSU03190;","COG3541;","NP_388201.1;WP_003246492.1;","","","9796845at2;","PF10127;","IPR018775;","BSUB:BSU03190-MONOMER;","","BSU_03190","ycgL","400","sporulation","NA"
"993","P94409","P94409","reviewed","Uncharacterized protein YclG","yclG BSU03680",1,"Reference proteome;Repeat","8969502; 9384377","","bsu:BSU03680;","COG5434;","NP_388250.1;WP_003246729.1;","","","2488735at2;","PF13229;PF12708;","IPR039448;IPR006633;IPR006626;IPR012334;IPR011050;IPR024535;","BSUB:BSU03680-MONOMER;","","BSU_03680","yclG","400","sporulation","NA"
"994","P94416","P94416","reviewed","Competence and sporulation stimulating factor (CSF) (Extracellular signaling peptide CSF) (RapC inhibitor)","phrC hprC BSU03780",5,"Competence;Cytoplasm;Direct protein sequencing;Quorum sensing;Reference proteome;Secreted;Sporulation","8969502; 9384377; 8769645; 9200610; 9238025; 10464187; 12456319; 12897006; 12950917; 16816200; 18005709; 17666034; 18375560; 18689487; 19202088","","bsu:BSU03780;","","NP_388260.1;WP_003224994.1;","","","","PF11131;","IPR025899;","BSUB:BSU03780-MONOMER;","",NA,NA,NA,NA,"sporulation"
"995","P94446","P94446","reviewed","Sporulation cortex protein CoxA","coxA yrbB BSU27830",2,"Reference proteome;Signal;Sporulation","9770294; 9384377; 10438771","","bsu:BSU27830;","","WP_003245996.1;","","","2988958at2;","PF09580;","IPR019076;","BSUB:BSU27830-MONOMER;","","BSU_27830","coxA","399","sporulation","sporulation"
"996","P94494","P94494","reviewed","Alanine racemase 2 (EC 5.1.1.1)","alr2 yncD BSU17640",3,"3D-structure;Isomerase;Pyridoxal phosphate;Reference proteome","9384377","","bsu:BSU17640;","COG0787;","","","5.1.1.1;","9813814at2;","PF00842;PF01168;","IPR000821;IPR009006;IPR011079;IPR001608;IPR020622;IPR029066;","BSUB:BSU17640-MONOMER;","UPA00042;","BSU_17640","yncD","441, 449","sporulation","NA"
"997","P94495","P94495","reviewed","Uncharacterized protein YncE","yncE BSU17650",1,"Reference proteome","9384377; 19383706","","bsu:BSU17650;","ENOG5032S02;","NP_389648.2;WP_003245293.1;","","","2625810at2;","PF10903;","IPR020216;","BSUB:BSU17650-MONOMER;","","BSU_17650","yncE","400","sporulation","NA"
"998","P94496","P94496","reviewed","Sporulation protein cse60","cse60 yteV BSU30080",1,"Reference proteome;Sporulation","8990290; 9384377","","bsu:BSU30080;","ENOG5033CVX;","NP_390886.1;WP_003223398.1;","","","1653053at2;","PF10957;","IPR020296;","BSUB:BSU30080-MONOMER;","","BSU_30080","yteV","399","sporulation","sporulation"
"999","P94497","P94497","reviewed","Protein csk22","csk22 yobW BSU19110",2,"Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","8990290; 9384377","","bsu:BSU19110;","ENOG5032UY8;","NP_389792.1;WP_004399253.1;","","","2595090at2;","","","BSUB:BSU19110-MONOMER;","","BSU_19110","yobW","55, 399","sporulation","sporulation"
"1000","P94537","P94537","reviewed","Small, acid-soluble spore protein I (SASP I)","sspI ysfA BSU28660",2,"Direct protein sequencing;Reference proteome;Sporulation","8969504; 9384377; 9852018; 10806362","","bsu:BSU28660;","ENOG5032YQ7;","NP_390744.1;WP_003229525.1;","","","2453696at2;","PF14098;","IPR017525;","BSUB:BSU28660-MONOMER;","","BSU_28660","sspI","398","sporulation","sporulation"
"1001","P94563","P94563","reviewed","Uncharacterized protein YsnD","ysnD BSU28320",1,"Reference proteome","8969504; 9384377","","bsu:BSU28320;","","WP_004398743.1;","","","","","","BSUB:BSU28320-MONOMER;","","BSU_28320","ysnD","443","sporulation","NA"
"1002","P94573","P94573","reviewed","Uncharacterized isochorismatase family protein YwoC (EC 3.-.-.-)","ywoC BSU36490",1,"Hydrolase;Reference proteome","9353933; 9384377; 19383706","","bsu:BSU36490;","COG1335;","NP_391530.2;WP_003227761.1;","","","257098at2;","PF00857;","IPR016291;IPR000868;IPR050272;IPR036380;","BSUB:BSU36490-MONOMER;","","BSU_36490","ywoC","400","sporulation","NA"
"1003","P94574","P94574","reviewed","Uncharacterized MFS-type transporter YwoD","ywoD BSU36480",2,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport","9353933; 9384377","","bsu:BSU36480;","COG0477;","NP_391529.1;WP_003243939.1;","","","102502at2;","PF07690;","IPR011701;IPR020846;IPR036259;","BSUB:BSU36480-MONOMER;","","BSU_36480","ywoD","55, 400","sporulation","NA"
"1004","P94594","P94594","reviewed","Type-1Ab cytolytic delta-endotoxin (27 kDa cytolytic toxin)","cyt1Ab1",2,"Sporulation;Toxin;Virulence","9023925","","","","","","","","PF01338;","IPR035918;IPR001615;","","",NA,NA,NA,NA,"sporulation"
"1005","P96315","P96315","reviewed","Pesticidal crystal protein Cry1Af (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(f))","cry1Af cryIA(f) icp",3,"Plasmid;Sporulation;Toxin;Virulence","","","","","","","","","PF17997;PF03944;PF18449;PF00555;PF03945;","IPR041587;IPR008979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","",NA,NA,NA,NA,"sporulation"
"1006","P96617","P96617","reviewed","Putative rhomboid protease YdcA (EC 3.4.21.-)","ydcA BSU04610",2,"Cell membrane;Hydrolase;Membrane;Protease;Reference proteome;Transmembrane;Transmembrane helix","9341680; 9384377","","bsu:BSU04610;","COG0705;","NP_388342.1;WP_003246687.1;","","","9813074at2;","PF01694;","IPR022764;IPR035952;IPR050925;","BSUB:BSU04610-MONOMER;","","BSU_04610","ydcA","399","sporulation","NA"
"1007","P96619","P96619","reviewed","Sporulation protein YdcC","ydcC BSU04630",2,"Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","9384377; 14523133","","bsu:BSU04630;","COG2834;","NP_388344.2;WP_003234282.1;","","","9785380at2;","","IPR029046;IPR052944;","BSUB:BSU04630-MONOMER;","","BSU_04630","ssdC","55, 399, 458","sporulation","sporulation"
"1008","P96652","P96652","reviewed","HTH-type transcriptional regulator LrpA","lrpA yddO BSU05050",2,"DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation","11902725; 9384377","","bsu:BSU05050;","COG1522;","NP_388386.1;WP_003246601.1;","","","34294at2;","PF01037;PF13412;","IPR000485;IPR011008;IPR019888;IPR019887;IPR036388;IPR036390;","BSUB:BSU05050-MONOMER;","","BSU_05050","lrpA","120, 134, 372","sporulation","NA"
"1009","P96653","P96653","reviewed","HTH-type transcriptional regulator LrpB","lrpB yddP BSU05060",2,"DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation","11902725; 9384377","","bsu:BSU05060;","COG1522;","NP_388387.1;WP_003246612.1;","","","34294at2;","PF01037;PF13404;","IPR000485;IPR011008;IPR019888;IPR019887;IPR036388;IPR036390;","BSUB:BSU05060-MONOMER;","","BSU_05060","lrpB","120, 134, 372","sporulation","NA"
"1010","P96696","P96696","reviewed","UPF0702 transmembrane protein YdfR","ydfR BSU05530",2,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9384377","","bsu:BSU05530;","COG2323;","NP_388434.1;WP_010886423.1;","","","1796697at2;","PF04239;","IPR007353;IPR023090;","BSUB:BSU05530-MONOMER;","","BSU_05530","ydfR","55, 399","sporulation","NA"
"1011","P96697","P96697","reviewed","UPF0702 transmembrane protein YdfS","ydfS BSU05540",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9384377","","bsu:BSU05540;","COG2323;","NP_388435.1;WP_003234156.1;","","","9778331at2;","PF04239;PF20730;","IPR007353;IPR023090;IPR048454;","BSUB:BSU05540-MONOMER;","","BSU_05540","ydfS","55, 399","sporulation","NA"
"1012","P96698","P96698","reviewed","Spore coat protein P","cotP ydfT BSU05550",2,"Reference proteome;Sporulation","9384377; 11150673","","bsu:BSU05550;","COG0071;","NP_388436.1;WP_003234154.1;","","","9811615at2;","PF00011;","IPR002068;IPR008978;","BSUB:BSU05550-MONOMER;","","BSU_05550","cotP","444","sporulation","sporulation"
"1013","P96699","P96699","reviewed","Uncharacterized protein YdgA","ydgA BSU05560",1,"Reference proteome","9384377","","bsu:BSU05560;","ENOG5033I29;","NP_388437.1;WP_003234151.1;","","","2899658at2;","PF10676;","IPR019618;","BSUB:BSU05560-MONOMER;","","BSU_05560","ydgA","399","sporulation","NA"
"1014","P96700","P96700","reviewed","Uncharacterized protein YdgB","ydgB BSU05570",1,"Reference proteome","9384377","","bsu:BSU05570;","ENOG5033IXY;","NP_388438.1;WP_003243854.1;","","","2934210at2;","PF10676;","IPR019618;","BSUB:BSU05570-MONOMER;","","BSU_05570","ydgB","51, 408","germination","NA"
"1015","P96720","P96720","reviewed","Protein YwqH","ywqH BSU36210",2,"Coiled coil;Reference proteome","9353933; 9384377; 34280190","","bsu:BSU36210;","","NP_391502.1;WP_003242741.1;","","","2857147at2;","PF16888;","IPR031681;","BSUB:BSU36210-MONOMER;","","BSU_36210","ywqH","446","sporulation","NA"
"1016","P96721","P96721","reviewed","Protein YwqI","ywqI BSU36200",2,"Coiled coil;Reference proteome","9353933; 9384377; 34280190","","bsu:BSU36200;","ENOG5033GFQ;","NP_391501.1;WP_003221757.1;","","","2705701at2;","PF17279;","IPR046318;","BSUB:BSU36200-MONOMER;","","BSU_36200","ywqI","400","sporulation","NA"
"1017","P96722","P96722","reviewed","Toxin YwqJ","ywqJ BSU36190",3,"Coiled coil;Reference proteome;Secreted","9353933; 9384377; 22200572; 34280190","","bsu:BSU36190;","COG5444;","WP_003243987.1;","","","6636741at2;","PF04740;PF14449;PF14431;","IPR051768;IPR006829;IPR027797;IPR025968;","BSUB:BSU36190-MONOMER;","","BSU_36190","ywqJ","400, 410","sporulation","NA"
"1018","P96723","P96723","reviewed","Immunity protein YwqK","ywqK BSU36180",2,"Cytoplasm;Reference proteome;Toxin","9353933; 9384377; 22200572; 34280190","","bsu:BSU36180;","COG2849;","WP_003243602.1;","","","517576at2;","PF07661;","IPR011652;","BSUB:BSU36180-MONOMER;","","BSU_36180","ywqK","400, 410","sporulation","NA"
"1019","P96724","P96724","reviewed","Endonuclease V (EC 3.1.21.7) (Deoxyinosine 3'endonuclease) (Deoxyribonuclease V) (DNase V)","nfi ywqL BSU36170",3,"3D-structure;Cytoplasm;DNA damage;DNA repair;Endonuclease;Hydrolase;Magnesium;Metal-binding;Nuclease;Reference proteome","9353933; 9384377; 19383706; 34280190","","bsu:BSU36170;","COG1515;","NP_391498.2;WP_003243213.1;","","","9790916at2;","PF04493;","IPR007581;","BSUB:BSU36170-MONOMER;","","BSU_36170","ywqL","97, 400","sporulation","NA"
"1020","Q00213","Q00213","reviewed","Small, acid-soluble spore protein 1 (SASP)","Sh-1 HBHAL_2184",2,"DNA-binding;Reference proteome;Sporulation","2083842; 22583374","","hhd:HBHAL_2184;","ENOG5032YCI;","WP_014642441.1;","","","","PF00269;","IPR001448;IPR018126;IPR050847;IPR038300;","","",NA,NA,NA,NA,"sporulation"
"1021","Q00758","Q00758","reviewed","Stage V sporulation protein B (Stage III sporulation protein F)","spoVB spoIIIF BSU27670",2,"Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","1744050; 9384377","","bsu:BSU27670;","COG2244;","NP_390645.1;WP_004398529.1;","","","9775950at2;","PF01943;","IPR024923;IPR050833;IPR002797;IPR014249;","BSUB:BSU27670-MONOMER;","","BSU_27670","spoVB","10, 55, 289, 399","sporulation","sporulation"
"1022","Q00828","Q00828","reviewed","Response regulator aspartate phosphatase A (EC 3.1.3.-) (Glucose starvation-inducible protein A) (Protein-aspartate phosphatase RapA) (Stage 0 sporulation protein L)","rapA gsiAA spo0L BSU12430",5,"Cytoplasm;Hydrolase;Manganese;Protein phosphatase;Reference proteome;Repeat;Sporulation;TPR repeat","1378051; 9384377; 9579062; 1624431; 8001132; 8643670; 9238025; 11923303; 22267516","","bsu:BSU12430;","COG0457;","NP_389125.1;WP_010886491.1;","","","2957368at2;","PF18801;PF13424;","IPR051476;IPR011990;IPR019734;","BSUB:BSU12430-MONOMER;","","BSU_12430","rapA","121, 357, 384, 405, 433","sporulation","sporulation"
"1023","Q00829","Q00829","reviewed","Phosphatase RapA inhibitor (Phosphatase regulator A)","phrA gsiAB BSU12440",5,"Cytoplasm;Reference proteome;Secreted;Sporulation","1378051; 9384377; 8643670; 9200610; 9238025; 11587784; 12897006; 17666034; 11923303; 22267516","","bsu:BSU12440;","","NP_389126.1;WP_003245487.1;","","","2900120at2;","","IPR053668;","BSUB:BSU12440-MONOMER;","","BSU_12440","phrA","121, 385, 406, 434, 451","sporulation","sporulation"
"1024","Q01367","Q01367","reviewed","Stage III sporulation protein AA","spoIIIAA BSU24430",1,"ATP-binding;Nucleotide-binding;Reference proteome;Sporulation","1766372; 8969508; 9384377","","bsu:BSU24430;","COG3854;","NP_390323.1;WP_003230226.1;","","","9768243at2;","PF19568;","IPR003593;IPR027417;IPR014217;IPR045735;","BSUB:BSU24430-MONOMER;","","BSU_24430","spoIIIAA","55, 367, 399","sporulation","sporulation"
"1025","Q01368","Q01368","reviewed","Stage III sporulation protein AB","spoIIIAB BSU24420",1,"3D-structure;Reference proteome;Sporulation","8969508; 9384377; 1766372","","bsu:BSU24420;","ENOG5032S0Q;","NP_390322.1;WP_003230227.1;","","","1957909at2;","PF09548;","IPR014198;","BSUB:BSU24420-MONOMER;","","BSU_24420","spoIIIAB","55, 111, 399","sporulation","sporulation"
"1026","Q01620","Q01620","reviewed","RNA-binding protein KhpB (RNA-binding protein EloR)","khpB eloR jag BSU41030",3,"Cell shape;Cell wall biogenesis/degradation;Chaperone;Cytoplasm;Reference proteome;RNA-binding","1487728; 1552862; 7584024; 9384377","","bsu:BSU41030;","COG1847;","NP_391983.1;WP_003243764.1;","","","9794483at2;","PF14804;PF13083;PF01424;","IPR038008;IPR038247;IPR004087;IPR015946;IPR039247;IPR032782;IPR001374;IPR036867;IPR034079;","BSUB:BSU41030-MONOMER;","","BSU_41030","jag","135","sporulation","NA"
"1027","Q01625","Q01625","reviewed","Membrane protein insertase MisCA (Foldase YidC 2) (Membrane integrase YidC 2) (Membrane protein YidC 2) (Stage III sporulation protein J) (SpoIIIJ)","misCA spoIIIJ BSU41040",4,"Cell membrane;Chaperone;Lipoprotein;Membrane;Palmitate;Protein transport;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport","1487728; 1552862; 7584024; 9384377; 11889108; 12586834; 12813085; 15995216; 18820020; 19717609; 21204254","","bsu:BSU41040;","COG0706;","WP_010886648.1;","","","9780552at2;","PF02096;","IPR001708;IPR028055;IPR023060;IPR047196;","BSUB:BSU41040-MONOMER;","","BSU_41040","yidC1","55, 111, 135","sporulation","NA"
"1028","Q03415","Q03415","reviewed","Gamma-D-glutamyl-L-diamino acid endopeptidase 1 (EC 3.4.19.11) (Endopeptidase I) (Gamma-D-glutamyl-L-diamino acid endopeptidase I) (Gamma-D-glutamyl-meso-diaminopimelate peptidase I)","",3,"Cell wall biogenesis/degradation;Direct protein sequencing;Hydrolase;Metal-binding;Metalloprotease;Protease;Repeat;Sporulation;Zinc","8503890; 3922755","","ag:CAA49259;","","","","","","PF01476;PF00246;","IPR034274;IPR018392;IPR036779;IPR000834;","","",NA,NA,NA,NA,"sporulation"
"1029","Q03524","Q03524","reviewed","Stage V sporulation protein D (EC 3.4.16.4) (Sporulation-specific penicillin-binding protein)","spoVD BSU15170",4,"Carboxypeptidase;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Hydrolase;Membrane;Peptidoglycan synthesis;Protease;Reference proteome;Sporulation","8289242; 9384377; 19383706; 8244929; 8436954; 8636036","","bsu:BSU15170;","COG0768;","NP_389400.2;WP_003245048.1;","","","9804124at2;","PF03793;PF03717;PF00905;","IPR050515;IPR012338;IPR005543;IPR005311;IPR036138;IPR001460;IPR011927;","BSUB:BSU15170-MONOMER;","UPA00219;","BSU_15170","spoVD","16, 55, 399","sporulation","sporulation"
"1030","Q03744","Q03744","reviewed","Pesticidal crystal protein Cry1Ad (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(d))","cry1Ad cryIA(d)",3,"Sporulation;Toxin;Virulence","","","","","","","","","PF17997;PF21463;PF03944;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","",NA,NA,NA,NA,"sporulation"
